submitted_month,sunmitted_time,user_id,video_id,video_title,time_watched
28-12-2020,15:07:39,262213,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
29-12-2020,06:27:50,269193,d7Y8Ft6Nh5M,"Dr. Ashwini says that be cautious during pregnancy, talk to your doctor if you are in doubt.",170
29-12-2020,14:41:31,269045,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
29-12-2020,14:41:32,269045,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
29-12-2020,17:29:49,260489,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
30-12-2020,14:27:01,260489,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
04-01-2021,18:22:06,264664,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
05-01-2021,08:34:39,262606,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,170
05-01-2021,11:19:03,270011,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
07-01-2021,12:10:29,265460,XPedc2weyxI,Know about premature delivery or premature delivery from Dr. Ashwini.,170
08-01-2021,09:44:36,270546,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
08-01-2021,19:29:12,270359,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
12-01-2021,15:08:59,268608,d7Y8Ft6Nh5M,Get to know all about third trimester's diet with Dr. Shilpa.,170
13-01-2021,14:56:32,261905,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
13-01-2021,17:23:40,270983,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
13-01-2021,17:23:34,270983,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
14-01-2021,12:26:35,259891,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,170
16-01-2021,07:55:58,270806,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
17-01-2021,16:51:17,269170,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
20-01-2021,14:57:45,268372,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,170
21-01-2021,20:02:09,261905,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
21-01-2021,20:02:03,261905,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,170
22-01-2021,06:35:38,270350,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
24-01-2021,02:48:38,260767,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,170
26-01-2021,08:50:06,268820,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,170
29-01-2021,11:15:38,271443,RwbdWBPZFpQ,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
29-01-2021,16:08:41,275732,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
31-01-2021,05:43:51,276456,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
31-01-2021,06:50:21,262277,b87d_vzghOU,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",170
31-01-2021,14:57:39,271456,omEh3lIl0cs,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
01-02-2021,02:47:57,271039,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
02-02-2021,15:11:56,271446,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
03-02-2021,12:39:35,265971,b87d_vzghOU,Learn from Dr. Ashwini to avoid piles during pregnancy.,170
05-02-2021,19:28:03,276954,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
08-02-2021,06:02:46,263251,mz3qp5Lw3HQ,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
08-02-2021,16:39:25,277326,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
09-02-2021,09:15:39,277032,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
11-02-2021,05:35:24,260433,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,170
12-02-2021,16:05:41,268592,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
15-02-2021,07:58:40,276604,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
15-02-2021,09:48:25,276322,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
15-02-2021,11:54:39,271406,d7Y8Ft6Nh5M,Know about premature delivery or premature delivery from Dr. Ashwini.,170
15-02-2021,18:04:50,277326,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
15-02-2021,18:04:46,277326,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
16-02-2021,07:09:51,275717,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
16-02-2021,09:06:31,278193,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,170
12-10-2020,08:30:01,259078,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,169
24-06-2020,20:50:24,256383,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,169
12-07-2020,12:22:25,256383,d7Y8Ft6Nh5M,Sonography is very important in pregnancy. Know why Dr. Ashwini.,169
25-07-2020,08:26:52,258132,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
29-07-2020,01:37:06,255729,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,169
28-08-2020,07:11:43,255744,b87d_vzghOU,Sonography is very important in pregnancy. Know why Dr. Ashwini.,169
29-08-2020,05:48:38,256239,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
04-09-2020,12:26:00,255798,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
11-09-2020,04:23:05,259684,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
12-09-2020,17:38:22,259654,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
22-09-2020,06:16:52,259304,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
30-09-2020,17:13:41,256452,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
03-10-2020,10:21:17,258170,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
05-10-2020,15:19:04,260093,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
06-10-2020,14:13:59,256599,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
21-10-2020,11:02:54,259826,4O5eOa_eIBk,Know about premature delivery or premature delivery from Dr. Ashwini.,169
26-10-2020,11:06:03,260793,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
28-10-2020,03:48:38,258170,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
08-11-2020,12:59:26,259943,IzP0-hRPyIg,"Dr. Shilpa says, eat iron -rich food, make your body healthy.",169
12-11-2020,11:39:54,258491,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
13-11-2020,04:34:11,259873,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
13-11-2020,10:42:49,259031,b87d_vzghOU,"Breastfeeding for your baby, ie mother's benefits of drinking milk, Dr. Ashwini.",169
21-11-2020,10:04:19,263334,5vQOI-H5Kqs,Know about premature delivery or premature delivery from Dr. Ashwini.,169
21-11-2020,13:49:26,258290,IzP0-hRPyIg,Know about premature delivery or premature delivery from Dr. Ashwini.,169
26-11-2020,09:02:39,265731,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
28-11-2020,07:00:46,262120,b87d_vzghOU,Know the first trimester symptoms and their prevention in pregnancy from Dr. Ashwini,169
28-11-2020,13:37:19,266363,mz3qp5Lw3HQ,"Breastfeeding for your baby, ie mother's benefits of drinking milk, Dr. Ashwini.",169
30-11-2020,07:14:03,265770,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
04-12-2020,06:07:36,264986,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
04-12-2020,08:27:22,265790,RwbdWBPZFpQ,Get informed about importance of micronutrients from Dr. Shilpa.,169
04-12-2020,20:54:38,261905,I8xHfvP5A5I,Know about premature delivery or premature delivery from Dr. Ashwini.,169
13-12-2020,09:56:14,260436,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
17-12-2020,01:10:20,268117,pLVA51Fsiiw,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",169
31-12-2020,07:11:52,265839,mz3qp5Lw3HQ,"Why is it important to take care of teeth and gums during pregnancy, know from Dr. Ashwini.",169
01-01-2021,17:13:47,262279,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
04-01-2021,11:53:20,259073,b87d_vzghOU,Know the tips of travel during pregnancy from Dr. Ashwini.,169
07-01-2021,08:37:52,259878,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
07-01-2021,11:34:09,264099,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
08-01-2021,19:26:19,267779,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
11-01-2021,10:10:03,267607,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
12-01-2021,11:35:09,260528,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
16-01-2021,08:50:37,268482,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
18-01-2021,07:30:12,265748,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
22-01-2021,17:21:02,265831,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
26-01-2021,03:56:48,267753,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
29-01-2021,11:21:25,262239,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
31-01-2021,02:13:12,260888,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
01-02-2021,18:39:48,260433,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
02-02-2021,07:47:59,270820,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
05-02-2021,04:39:15,260888,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
07-02-2021,07:22:00,266307,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
09-02-2021,04:19:35,266287,mz3qp5Lw3HQ,Get informed about importance of micronutrients from Dr. Shilpa.,169
13-02-2021,04:26:15,267250,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
14-02-2021,10:04:32,270434,mz3qp5Lw3HQ,Know about premature delivery or premature delivery from Dr. Ashwini.,169
14-02-2021,18:11:16,276458,b87d_vzghOU,Get informed about importance of micronutrients from Dr. Shilpa.,169
15-02-2021,18:32:54,276458,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,169
20-07-2020,12:54:24,257059,D9tZuhYqD8Y,Get informed about importance of micronutrients from Dr. Shilpa.,168
20-09-2020,04:10:46,256212,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,168
23-10-2020,22:26:46,262238,pLVA51Fsiiw,Know about premature delivery or premature delivery from Dr. Ashwini.,168
01-11-2020,07:58:08,262050,d7Y8Ft6Nh5M,"Learn from Dr. Shilpa, benefits of protein -rich food in the second quarter.",168
09-11-2020,10:10:37,261890,azAVelSATfM,Know about premature delivery or premature delivery from Dr. Ashwini.,168
14-11-2020,01:32:41,256124,ukqbTB8LpPE,Know the tips of travel during pregnancy from Dr. Ashwini.,168
14-12-2020,07:14:21,259734,4hRH-YUdIiY,Sonography is very important in pregnancy. Know why Dr. Ashwini.,168
21-12-2020,10:33:00,267725,pLVA51Fsiiw,Keep your body healthy with light exercise during pregnancy. Know how from Dr. Ashwini.,168
18-01-2021,08:50:39,269324,pLVA51Fsiiw,Understand the benefits of breastfeeding for your baby i.e. mother's milk.,168
07-06-2020,11:39:08,255784,fUoYSSonmDA,Discuss and Adopt Birth Spacing Options Counsels Dr. Ashwini.,167
24-08-2020,12:36:34,258637,pLVA51Fsiiw,Know the tips of travel during pregnancy from Dr. Ashwini.,167
06-11-2020,04:33:09,263223,4lZQKNlcC8c,Know the tips of travel during pregnancy from Dr. Ashwini.,167
10-11-2020,04:36:23,260578,NNfgQO9cEgA,"Why are iron and calcium in pregnancy, know the necessary knowing from Dr. Shilpa.",167
24-11-2020,13:22:46,258638,ribtemUiZ_g,Know the tips of travel during pregnancy from Dr. Ashwini.,167
02-12-2020,18:44:05,265444,I8xHfvP5A5I,Learn about the importance of breastfeeding from Dr. Ashwini.,167
06-12-2020,14:47:51,259460,omEh3lIl0cs,Learn about Caesarean surgery from Dr. Ashwini.,167
10-12-2020,07:07:23,266363,ribtemUiZ_g,Dr. Ashwini discusses the pros and conscience of epidural.,167
12-12-2020,04:44:23,259734,4lZQKNlcC8c,"Why is it important to take care of teeth and gums during pregnancy, know from Dr. Ashwini.",167
16-12-2020,08:57:39,265919,ribtemUiZ_g,Learn from Dr. Ashwini to avoid piles during pregnancy.,167
04-02-2021,13:30:07,266363,ribtemUiZ_g,Dr. Ashwini discusses the pros and conscience of epidural.,167
05-02-2021,07:33:56,269104,b87d_vzghOU,Learn about the importance of breastfeeding from Dr. Ashwini.,167
10-02-2021,16:45:29,260814,b87d_vzghOU,Dr. Ashwini discusses the pros and conscience of epidural.,167
14-10-2020,02:15:34,261835,I8xHfvP5A5I,Dr. Ashwini discusses the pros and conscience of epidural.,166
18-01-2021,08:50:33,269324,pLVA51Fsiiw,Know about premature delivery or premature delivery from Dr. Ashwini.,166
29-01-2021,04:41:44,268993,b87d_vzghOU,Know about premature delivery or premature delivery from Dr. Ashwini.,166
29-10-2020,07:39:37,257146,IzP0-hRPyIg,"Why is it important to take care of teeth and gums during pregnancy, know from Dr. Ashwini.",165
01-02-2021,02:14:52,271039,d7Y8Ft6Nh5M,Know the tips of travel during pregnancy from Dr. Ashwini.,165
22-08-2020,07:49:03,259452,omEh3lIl0cs,Know about premature delivery or premature delivery from Dr. Ashwini.,164
07-11-2020,17:36:54,264924,I8xHfvP5A5I,"Breastfeeding for your baby, ie mother's benefits of drinking milk, Dr. Ashwini.",164
10-11-2020,07:45:58,262707,pLVA51Fsiiw,Sonography is very important in pregnancy. Know why Dr. Ashwini.,164
31-12-2020,07:07:27,265839,mz3qp5Lw3HQ,Learn from Dr. Ashwini to avoid piles during pregnancy.,164
18-10-2020,10:08:38,262459,5vQOI-H5Kqs,"Why is it important to take care of teeth and gums during pregnancy, know from Dr. Ashwini.",163
24-11-2020,04:24:38,265919,KsbrS6D5uj0,Know the tips of travel during pregnancy from Dr. Ashwini.,163
28-11-2020,13:45:06,266363,KsbrS6D5uj0,Get informed about importance of micronutrients from Dr. Shilpa.,163
28-11-2020,13:45:16,266363,KsbrS6D5uj0,Know the first trimester symptoms and their prevention in pregnancy from Dr. Ashwini,163
10-12-2020,04:07:43,267065,F9BfSh13sts,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
10-12-2020,06:47:37,266363,KsbrS6D5uj0,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
12-12-2020,12:57:53,267560,KsbrS6D5uj0,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
17-12-2020,11:02:58,264986,KsbrS6D5uj0,Dr. Shilpa informs on required energy levels during second trimester.,163
20-12-2020,16:11:28,265818,KsbrS6D5uj0,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
05-01-2021,08:29:06,267065,KsbrS6D5uj0,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
27-01-2021,16:44:28,265606,omEh3lIl0cs,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
15-02-2021,06:26:01,263251,KsbrS6D5uj0,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
16-02-2021,05:12:39,270434,KsbrS6D5uj0,Know the benefits of eating calcium-rain food with Dr. Shilpa.,163
25-11-2020,17:35:28,258940,38L_iUyDJDg,Learn from Dr. Ashwini to avoid piles during pregnancy.,162
02-01-2021,07:49:55,269312,RwbdWBPZFpQ,Know the benefits of eating calcium-rain food with Dr. Shilpa.,162
16-01-2021,02:04:20,267363,omEh3lIl0cs,Know the benefits of eating calcium-rain food with Dr. Shilpa.,162
24-01-2021,07:17:18,268594,azAVelSATfM,Know the ways to eradicate the scars in pregnancy from Dr. Ashwini.,162
30-01-2021,16:08:03,267065,2tzBv4eNUEo,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",162
15-09-2020,06:18:22,259854,bY6A-sE6FDQ,Learn from Dr. Ashwini to avoid piles during pregnancy.,161
08-10-2020,11:39:38,259076,b87d_vzghOU,Keep your body healthy with light exercise during pregnancy. Know how from Dr. Ashwini.,161
12-11-2020,10:55:05,262538,5vQOI-H5Kqs,Dr. Ashwini Counsels on Pre-Term Delivery.,161
24-11-2020,04:40:08,262589,F9U21z3e1lo,Know the tips to get rid of the reverse and my sweetheart.,161
24-11-2020,04:07:10,265919,2tzBv4eNUEo,Know about premature delivery or premature delivery from Dr. Ashwini.,161
26-11-2020,08:57:56,259073,I8xHfvP5A5I,Know the first trimester symptoms and their prevention in pregnancy from Dr. Ashwini,161
01-12-2020,01:42:41,266458,5vQOI-H5Kqs,"Dr. Ashwini says that be cautious during pregnancy, talk to your doctor if you are in doubt.",161
10-12-2020,04:06:01,267065,F9BfSh13sts,Dr. Ashwini Counsels on Pre-Term Delivery.,161
10-12-2020,04:06:10,267065,F9BfSh13sts,"Why is it important to take care of teeth and gums during pregnancy, know from Dr. Ashwini.",161
10-12-2020,07:00:32,266363,2tzBv4eNUEo,Know the first trimester symptoms and their prevention in pregnancy from Dr. Ashwini,161
30-12-2020,04:38:48,267622,2tzBv4eNUEo,Dr. Shilpa informs on required energy levels during second trimester.,161
13-01-2021,10:46:34,270952,XPedc2weyxI,Dr. Shilpa informs on required energy levels during second trimester.,161
13-01-2021,12:41:54,267064,2tzBv4eNUEo,Dr. Ashwini Counsels on Pre-Term Delivery.,161
23-01-2021,08:12:34,269509,RwbdWBPZFpQ,Dr. Ashwini Counsels on Pre-Term Delivery.,161
01-02-2021,02:14:54,271039,d7Y8Ft6Nh5M,Get to know all about third trimester's diet with Dr. Shilpa.,161
04-02-2021,02:45:42,268385,2tzBv4eNUEo,Dr. Ashwini Counsels on Pre-Term Delivery.,161
29-06-2020,05:41:47,256255,bY6A-sE6FDQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",160
08-07-2020,14:20:34,256717,bY6A-sE6FDQ,Sonography is very important in pregnancy. Know why Dr. Ashwini.,160
19-07-2020,14:39:41,257041,bY6A-sE6FDQ,Dr. Ashwini Counsels on Pre-Term Delivery.,160
30-07-2020,09:59:35,258701,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
13-08-2020,13:51:46,259149,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
20-08-2020,14:05:46,259295,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
29-08-2020,11:06:08,258701,azAVelSATfM,Know the tips to get rid of the reverse and my sweetheart.,160
16-10-2020,07:03:11,261850,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
21-10-2020,12:21:39,262383,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
23-10-2020,11:22:36,262565,bY6A-sE6FDQ,Keep your body healthy with light exercise during pregnancy. Know how from Dr. Ashwini.,160
06-11-2020,02:49:53,263320,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
06-11-2020,14:30:51,263257,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
07-11-2020,09:16:45,264919,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
07-11-2020,12:56:36,263320,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
07-11-2020,09:16:41,264919,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
10-11-2020,05:48:00,263340,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
10-11-2020,10:37:39,264964,ZF1Sj19VNW8,Know the tips to get rid of the reverse and my sweetheart.,160
15-11-2020,05:18:53,264941,ZF1Sj19VNW8,Know the tips to get rid of the reverse and my sweetheart.,160
15-11-2020,12:04:26,265459,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
03-12-2020,17:02:24,265528,ZF1Sj19VNW8,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
08-12-2020,13:00:11,267217,bY6A-sE6FDQ,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
09-12-2020,13:31:43,267058,ZF1Sj19VNW8,Know the tips to get rid of the reverse and my sweetheart.,160
13-12-2020,05:21:15,265805,bY6A-sE6FDQ,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
15-12-2020,09:01:49,267737,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
17-12-2020,08:02:57,267561,ZF1Sj19VNW8,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
21-12-2020,17:02:20,268564,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
22-12-2020,04:28:18,265866,ZF1Sj19VNW8,Know the tips to get rid of the reverse and my sweetheart.,160
29-12-2020,06:25:48,269193,bY6A-sE6FDQ,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
29-12-2020,14:48:38,269045,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
29-12-2020,14:48:40,269045,bY6A-sE6FDQ,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
02-01-2021,07:49:49,269312,RwbdWBPZFpQ,Know the tips to get rid of the reverse and my sweetheart.,160
02-01-2021,11:35:53,269458,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
03-01-2021,06:34:16,269045,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
04-01-2021,12:05:27,268703,bY6A-sE6FDQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",160
04-01-2021,15:10:50,268063,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
05-01-2021,11:36:51,270011,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
12-01-2021,15:13:17,268608,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
12-01-2021,15:37:58,268608,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
14-01-2021,11:09:04,270350,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
20-01-2021,15:12:52,275562,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
22-01-2021,06:32:18,270350,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
25-01-2021,15:54:33,275814,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
25-01-2021,16:18:03,275814,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
25-01-2021,16:17:08,275814,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
25-01-2021,15:57:48,275816,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
29-01-2021,16:12:13,275732,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
01-02-2021,02:52:41,271039,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
05-02-2021,19:32:15,276954,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
08-02-2021,06:26:59,277065,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
08-02-2021,17:55:41,271463,ZF1Sj19VNW8,Know the tips to get rid of the reverse and my sweetheart.,160
08-02-2021,20:16:43,275732,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
14-02-2021,08:38:29,259982,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
15-02-2021,07:55:14,276604,bY6A-sE6FDQ,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,160
15-02-2021,11:51:14,271406,bY6A-sE6FDQ,Know the tips to get rid of the reverse and my sweetheart.,160
16-02-2021,10:30:20,278154,ZF1Sj19VNW8,Know the tips to get rid of the reverse and my sweetheart.,160
01-08-2020,09:16:12,257192,azAVelSATfM,Know the tips to get rid of the reverse and my sweetheart.,159
01-08-2020,09:35:01,258960,omEh3lIl0cs,Know the tips to get rid of the reverse and my sweetheart.,159
10-08-2020,10:38:48,259165,FkSnjIuFaCk,Take iron-Rich food to avoid anaemia says Dr. Shilpa.,159
25-11-2020,06:01:00,256306,J77Up4P2rgc,Keep your body healthy with light exercise during pregnancy. Know how from Dr. Ashwini.,159
14-12-2020,10:32:43,263251,wE-q6fAROP8,Learn from Dr. Ashwini to avoid piles during pregnancy.,159
24-12-2020,06:28:41,260682,38L_iUyDJDg,Know the essential nutritional elements in the diet during pregnancy from Dr. Shilpa.,159
04-01-2021,13:14:16,263320,4O5eOa_eIBk,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",159
04-01-2021,15:05:56,268063,d7Y8Ft6Nh5M,Your daily menu schedule from Dr. Shilpa.,159
05-09-2020,02:26:35,256184,J77Up4P2rgc,Know the ways to eradicate the scars in pregnancy from Dr. Ashwini.,158
10-07-2020,16:34:50,256676,fUoYSSonmDA,"Dr. Shilpa says, eat iron -rich food, make your body healthy.",158
23-07-2020,07:58:28,255798,38L_iUyDJDg,Sonography is very important in pregnancy. Know why Dr. Ashwini.,158
27-07-2020,04:33:43,255784,yCHCHXtCYXI,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
18-08-2020,12:19:21,259427,J77Up4P2rgc,"Iron and calcium are important during pregnancy, know from Dr. Shilpa.",158
26-08-2020,02:01:36,255784,J77Up4P2rgc,Know the ways to eradicate the scars in pregnancy from Dr. Ashwini.,158
06-09-2020,07:50:35,255724,J77Up4P2rgc,Learn the method of resting during delivery from Dr. Ashwini.,158
10-09-2020,19:24:35,258663,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
15-09-2020,03:23:18,260382,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
23-09-2020,17:19:03,255843,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
24-09-2020,16:59:50,258255,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
28-09-2020,10:44:08,258578,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
01-10-2020,05:45:34,256254,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
15-10-2020,07:37:00,257146,J77Up4P2rgc,"The use of vacuum during delivery helps in giving birth, know how from Dr. Ashwini.",158
